step,price,openInterest,tvl,marginVaultDelta,insuranceBalance,insuranceBalanceDelta,protocolTreasuryBalance,protocolTreasuryDelta,badDebt,badDebtDelta,protocolRevenue,protocolRevenueDelta,sumAccountCollateral,accountCollateralDelta,sumReservedMargin,reservedMarginDelta,sumAvailableCollateral,availableCollateralDelta,sumTraderFundingOwed,traderFundingOwedDelta,solvencyBuffer,makerFeesCollected,takerFeesCollected,fundingFeesTransferred,insuranceFundInflow,insuranceFundOutflow,liquidationInsuranceInflow,liquidations,liquidatorOrders,liquidatorRewardsPaid,liquidationPenaltyCollected,marginReturnedFromLiquidation,positionsAtRisk,trades,uniqueTraders,openOrders,newOrders,filledOrders,cancelledOrders,liquidationsPer100Orders,avgLeverage,longShortRatio,spreadBps,slippageBps,priceImpactBps,isInsolvent
829,2115.72,43642.0,14897.98,0.0,32714.276,0.0,0.0,0.0,0.0,0.0,5062.9485,1.599,8801.737403,-1.599,4364.2,213.2,5222.325359,-203.540676,0.0,0.0,1033.294097,1687.6495,3375.299,0.003055,32714.276,0.0,32714.276,0,0,37387.744,70102.02,2108579.847083,0,1,9,0,6,2,4,0.000,10.47,5.780,19.49,11.00,7.00,0
830,2118.49,42576.0,14881.99,-15.99,32721.738,7.462,0.0,0.0,0.0,0.0,5062.9485,0.0,8784.349284,-17.388119,4257.6,-106.6,5320.526028,98.200669,0.0,0.0,1034.692216,1687.6495,3375.299,0.003055,32721.738,0.0,32721.738,1,1,37396.272,70118.01,2108711.634411,0,0,8,0,6,0,6,16.667,10.47,6.927,13.12,7.00,5.00,0
831,2120.68,43836.0,14881.99,0.0,32721.738,0.0,0.0,0.0,0.0,0.0,5063.8935,0.945,8783.404284,-0.945,4383.6,126.0,5200.687622,-119.838406,0.0,0.0,1034.692216,1687.9645,3375.929,0.003055,32721.738,0.0,32721.738,0,0,37396.272,70118.01,2108711.634411,0,1,10,0,6,2,4,0.000,10.46,6.305,10.36,6.00,4.00,0
832,2124.54,39486.0,14816.74,-65.25,32752.188,30.45,0.0,0.0,0.0,0.0,5063.8935,0.0,8715.094407,-68.309877,3948.6,-435.0,5587.683078,386.995456,0.0,0.0,1037.752093,1687.9645,3375.929,0.003055,32752.188,0.0,32752.188,2,2,37431.072,70183.26,2110541.53075,0,0,8,0,6,0,6,33.333,10.46,22.916,18.16,10.00,7.00,0
833,2127.29,39486.0,14816.74,0.0,32752.188,0.0,0.0,0.0,0.0,0.0,5063.8935,0.0,8715.094407,0.0,3948.6,0.0,5631.980063,44.296985,0.0,0.0,1037.752093,1687.9645,3375.929,0.003055,32752.188,0.0,32752.188,0,0,37431.072,70183.26,2110541.53075,0,0,8,0,6,0,6,0.000,10.46,22.916,12.96,7.00,5.00,0
834,2129.79,42090.0,14816.74,0.0,32752.188,0.0,0.0,0.0,0.0,0.0,5065.8465,1.953,8713.141407,-1.953,4209.0,260.4,5413.175569,-218.804494,0.0,0.0,1037.752093,1688.6155,3377.231,0.003055,32752.188,0.0,32752.188,0,0,37431.072,70183.26,2110541.53075,0,1,10,0,6,2,4,0.000,10.47,13.253,11.75,7.00,4.00,0
835,2133.13,39137.0,14772.445,-44.295,32772.859,20.671,0.0,0.0,0.0,0.0,5065.8465,0.0,8665.99916,-47.142247,3913.7,-295.3,5722.383162,309.207593,0.0,0.0,1040.59934,1688.6155,3377.231,0.003055,32772.859,0.0,32772.859,2,2,37454.696,70227.555,2111091.748423,0,0,8,0,6,0,6,33.333,10.47,0.000,15.69,9.00,6.00,0
836,2129.27,37835.0,14752.915,-19.53,32781.973,9.114,0.0,0.0,0.0,0.0,5065.8465,0.0,8646.153259,-19.845901,3783.5,-130.2,5760.503984,38.120822,0.0,0.0,1040.915241,1688.6155,3377.231,0.003055,32781.973,0.0,32781.973,1,1,37465.112,70247.085,2111454.454467,0,0,7,0,6,0,6,16.667,10.47,0.000,18.09,10.00,7.00,0
837,2128.75,37835.0,14752.915,0.0,32781.973,0.0,0.0,0.0,0.0,0.0,5065.8465,0.0,8646.153259,0.0,3783.5,0.0,5750.958509,-9.545475,0.0,0.0,1040.915241,1688.6155,3377.231,0.003055,32781.973,0.0,32781.973,0,0,37465.112,70247.085,2111454.454467,0,0,7,0,6,0,6,0.000,10.47,0.000,2.46,1.00,0.00,0
838,2127.28,37835.0,14752.915,0.0,32781.973,0.0,0.0,0.0,0.0,0.0,5065.8465,0.0,8646.153259,0.0,3783.5,0.0,5724.20303,-26.755479,0.0,0.0,1040.915241,1688.6155,3377.231,0.003055,32781.973,0.0,32781.973,0,0,37465.112,70247.085,2111454.454467,0,0,7,0,6,0,6,0.000,10.47,0.000,6.91,4.00,2.00,0
839,2126.44,37835.0,14752.915,0.0,32781.973,0.0,0.0,0.0,0.0,0.0,5065.8465,0.0,8646.153259,0.0,3783.5,0.0,5709.014552,-15.188478,0.0,0.0,1040.915241,1688.6155,3377.231,0.003105,32781.973,0.0,32781.973,0,0,37465.112,70247.085,2111454.454467,0,0,7,0,6,0,6,0.000,10.47,0.000,3.93,2.00,1.00,0
840,2123.33,37835.0,14752.915,0.0,32781.973,0.0,0.0,0.0,0.0,0.0,5065.8465,0.0,8646.153259,0.0,3783.5,0.0,5668.267575,-40.746977,0.0,0.0,1040.915241,1688.6155,3377.231,0.003105,32781.973,0.0,32781.973,0,0,37465.112,70247.085,2111454.454467,0,0,7,0,6,0,6,0.000,10.47,0.000,14.62,8.00,5.00,0
841,2126.17,45141.0,14752.915,0.0,32781.973,0.0,0.0,0.0,0.0,0.0,5071.326,5.4795,8640.673759,-5.4795,4514.1,730.6,4968.024845,-700.24273,0.0,0.0,1040.915241,1690.442,3380.884,0.003105,32781.973,0.0,32781.973,0,0,37465.112,70247.085,2111454.454467,0,2,11,0,6,4,2,0.000,10.47,11.357,13.37,8.00,5.00,0
842,2129.81,41488.0,14698.12,-54.795,32807.544,25.571,0.0,0.0,0.0,0.0,5071.326,0.0,8579.630452,-61.043307,4148.8,-365.3,5344.68435,376.659505,0.0,0.0,1047.163548,1690.442,3380.884,0.003105,32807.544,0.0,32807.544,2,2,37494.336,70301.88,2112246.894183,0,0,9,0,6,0,6,33.333,10.47,0.000,17.10,10.00,6.00,0
843,2128.24,41488.0,14698.12,0.0,32807.544,0.0,0.0,0.0,0.0,0.0,5071.326,0.0,8579.630452,0.0,4148.8,0.0,5313.477529,-31.206821,0.0,0.0,1047.163548,1690.442,3380.884,0.003105,32807.544,0.0,32807.544,0,0,37494.336,70301.88,2112246.894183,0,0,9,0,6,0,6,0.000,10.47,0.000,7.36,4.00,2.00,0
844,2126.47,42706.0,14698.12,0.0,32807.544,0.0,0.0,0.0,0.0,0.0,5073.1845,1.8585,8579.489433,-0.141019,4270.6,121.8,5154.46537,-159.012159,0.0,0.0,1045.446067,1691.0615,3382.123,0.003105,32807.544,0.0,32807.544,0,0,37494.336,70301.88,2112246.894183,0,1,9,0,6,2,4,0.000,10.46,69.125,8.34,5.00,3.00,0
845,2123.00,37814.0,14624.74,-73.38,32841.788,34.244,0.0,0.0,0.0,0.0,5073.1845,0.0,8498.639922,-80.849511,3781.4,-489.2,5520.456552,365.991182,0.0,0.0,1052.915578,1691.0615,3382.123,0.003105,32841.788,0.0,32841.788,2,2,37533.472,70375.26,2113395.441593,0,0,7,0,6,0,6,33.333,10.46,61.092,16.30,9.00,6.00,0
846,2122.19,37814.0,14624.74,0.0,32841.788,0.0,0.0,0.0,0.0,0.0,5073.1845,0.0,8498.639922,0.0,3781.4,0.0,5514.407293,-6.049259,0.0,0.0,1052.915578,1691.0615,3382.123,0.003105,32841.788,0.0,32841.788,0,0,37533.472,70375.26,2113395.441593,0,0,7,0,6,0,6,0.000,10.46,61.092,3.80,2.00,1.00,0
847,2120.87,37814.0,14624.74,0.0,32841.788,0.0,0.0,0.0,0.0,0.0,5073.1845,0.0,8498.639922,0.0,3781.4,0.0,5507.119624,-7.287669,0.0,0.0,1052.915578,1691.0615,3382.123,0.003105,32841.788,0.0,32841.788,0,0,37533.472,70375.26,2113395.441593,0,0,7,0,6,0,6,0.000,10.46,61.092,6.25,3.00,2.00,0
848,2122.96,37814.0,14624.74,0.0,32841.788,0.0,0.0,0.0,0.0,0.0,5073.1845,0.0,8498.639922,0.0,3781.4,0.0,5520.12509,13.005466,0.0,0.0,1052.915578,1691.0615,3382.123,0.003105,32841.788,0.0,32841.788,0,0,37533.472,70375.26,2113395.441593,0,0,7,0,6,0,6,0.000,10.46,61.092,9.84,5.00,3.00,0
849,2121.03,37814.0,14624.74,0.0,32841.788,0.0,0.0,0.0,0.0,0.0,5073.1845,0.0,8498.639922,0.0,3781.4,0.0,5507.9784,-12.14669,0.0,0.0,1052.915578,1691.0615,3382.123,0.003105,32841.788,0.0,32841.788,0,0,37533.472,70375.26,2113395.441593,0,0,7,0,6,0,6,0.000,10.46,61.092,9.10,5.00,3.00,0
850,2117.86,39130.0,14624.74,0.0,32841.788,0.0,0.0,0.0,0.0,0.0,5074.1715,0.987,8497.652922,-0.987,3913.0,131.6,5358.063159,-149.915241,0.0,0.0,1052.915578,1691.3905,3382.781,0.003105,32841.788,0.0,32841.788,0,0,37533.472,70375.26,2113395.441593,0,1,9,0,6,2,4,0.000,10.46,29.884,14.91,8.00,5.00,0
851,2114.15,45180.0,14598.88,-25.86,32853.856,12.068,0.0,0.0,0.0,0.0,5080.002,5.8305,8464.018082,-33.63484,4518.0,605.0,4700.64154,-657.421619,0.0,0.0,1054.859918,1693.334,3386.668,0.003155,32853.856,0.0,32853.856,2,2,37547.264,70401.12,2113776.280748,0,1,8,0,6,2,4,33.333,10.47,7.766,17.54,10.00,7.00,0
852,2117.70,41293.0,14540.575,-58.305,32881.065,27.209,0.0,0.0,0.0,0.0,5080.002,0.0,8399.179657,-64.838425,4129.3,-388.7,5047.611909,346.970369,0.0,0.0,1061.393343,1693.334,3386.668,0.003155,32881.065,0.0,32881.065,1,1,37578.36,70459.425,2114107.029206,0,0,7,0,6,0,6,16.667,10.47,31.591,16.81,10.00,6.00,0
853,2118.48,40635.0,14530.705,-9.87,32885.671,4.606,0.0,0.0,0.0,0.0,5080.002,0.0,8389.117913,-10.061744,4063.5,-65.8,5108.605054,60.993145,0.0,0.0,1061.585087,1693.334,3386.668,0.003155,32885.671,0.0,32885.671,1,1,37583.624,70469.295,2114212.06267,0,0,6,0,6,0,6,16.667,10.47,65.724,3.68,2.00,1.00,0
854,2122.57,44407.0,14530.705,0.0,32885.671,0.0,0.0,0.0,0.0,0.0,5082.831,2.829,8386.288913,-2.829,4440.7,377.2,4757.194989,-351.410065,0.0,0.0,1061.585087,1694.277,3388.554,0.003155,32885.671,0.0,32885.671,0,0,37583.624,70469.295,2114212.06267,0,1,8,0,6,2,4,0.000,10.46,16.798,19.29,11.00,7.00,0
855,2120.89,42521.0,14502.415,-28.29,32898.873,13.202,0.0,0.0,0.0,0.0,5082.831,0.0,8356.505398,-29.783515,4252.1,-188.6,4905.275047,148.080058,0.0,0.0,1063.078602,1694.277,3388.554,0.003155,32898.873,0.0,32898.873,1,1,37598.712,70497.585,2114849.356716,0,0,7,0,6,0,6,16.667,10.46,16.042,7.92,4.00,3.00,0
856,2124.48,40635.0,14474.125,-28.29,32912.075,13.202,0.0,0.0,0.0,0.0,5082.831,0.0,8326.510396,-29.995002,4063.5,-188.6,5091.576378,186.301331,0.0,0.0,1064.783604,1694.277,3388.554,0.003155,32912.075,0.0,32912.075,1,1,37613.8,70525.875,2115088.807814,0,0,6,0,6,0,6,16.667,10.46,65.724,16.97,10.00,6.00,0
857,2127.50,40026.0,14464.99,-9.135,32916.338,4.263,0.0,0.0,0.0,0.0,5082.831,0.0,8317.079992,-9.430404,4002.6,-60.9,5196.238226,104.661848,0.0,0.0,1065.079008,1694.277,3388.554,0.003155,32916.338,0.0,32916.338,1,1,37618.672,70535.01,2115385.009816,0,0,5,0,6,0,6,16.667,10.46,0.000,14.18,8.00,5.00,0
858,2123.78,40026.0,14464.99,0.0,32916.338,0.0,0.0,0.0,0.0,0.0,5082.831,0.0,8317.079992,0.0,4002.6,0.0,5136.079277,-60.158949,0.0,0.0,1065.079008,1694.277,3388.554,0.003155,32916.338,0.0,32916.338,0,0,37618.672,70535.01,2115385.009816,0,0,5,0,6,0,6,0.000,10.46,0.000,17.46,10.00,6.00,0
859,2127.18,40906.0,14464.99,0.0,32916.338,0.0,0.0,0.0,0.0,0.0,5083.491,0.66,8316.419992,-0.66,4090.6,88.0,5101.497762,-34.581515,0.0,0.0,1065.079008,1694.497,3388.994,0.003155,32916.338,0.0,32916.338,0,0,37618.672,70535.01,2115385.009816,0,1,7,0,6,2,4,0.000,10.47,91.968,16.00,9.00,6.00,0
860,2131.24,40466.0,14458.39,-6.6,32919.418,3.08,0.0,0.0,0.0,0.0,5083.491,0.0,8308.980856,-7.439136,4046.6,-44.0,5216.902522,115.40476,0.0,0.0,1065.918144,1694.497,3388.994,0.003155,32919.418,0.0,32919.418,1,1,37622.192,70541.61,2115673.552682,0,0,6,0,6,0,6,16.667,10.47,0.000,19.07,11.00,7.00,0
861,2131.23,40466.0,14458.39,0.0,32919.418,0.0,0.0,0.0,0.0,0.0,5083.491,0.0,8308.980856,0.0,4046.6,0.0,5216.700679,-0.201843,0.0,0.0,1065.918144,1694.497,3388.994,0.003155,32919.418,0.0,32919.418,0,0,37622.192,70541.61,2115673.552682,0,0,6,0,6,0,6,0.000,10.47,0.000,0.05,0.00,0.00,0
862,2130.61,40466.0,14458.39,0.0,32919.418,0.0,0.0,0.0,0.0,0.0,5083.491,0.0,8308.980856,0.0,4046.6,0.0,5204.724442,-11.976237,0.0,0.0,1065.918144,1694.497,3388.994,0.003155,32919.418,0.0,32919.418,0,0,37622.192,70541.61,2115673.552682,0,0,6,0,6,0,6,0.000,10.47,0.000,2.89,1.00,1.00,0
863,2132.31,40466.0,14458.39,0.0,32919.418,0.0,0.0,0.0,0.0,0.0,5083.491,0.0,8308.980856,0.0,4046.6,0.0,5237.637562,32.91312,0.0,0.0,1065.918144,1694.497,3388.994,0.003205,32919.418,0.0,32919.418,0,0,37622.192,70541.61,2115673.552682,0,0,6,0,6,0,6,0.000,10.47,0.000,7.95,4.00,3.00,0
864,2134.48,40466.0,14458.39,0.0,32919.418,0.0,0.0,0.0,0.0,0.0,5083.491,0.0,8308.980856,0.0,4046.6,0.0,5279.984804,42.347242,0.0,0.0,1065.918144,1694.497,3388.994,0.003205,32919.418,0.0,32919.418,0,0,37622.192,70541.61,2115673.552682,0,0,6,0,6,0,6,0.000,10.47,0.000,10.22,6.00,4.00,0
865,2130.79,44430.0,14458.39,0.0,32919.418,0.0,0.0,0.0,0.0,0.0,5086.464,2.973,8306.007856,-2.973,4443.0,396.4,4808.733502,-471.251302,0.0,0.0,1065.918144,1695.488,3390.976,0.003205,32919.418,0.0,32919.418,0,0,37622.192,70541.61,2115673.552682,0,1,8,0,6,2,4,0.000,10.46,21.417,17.33,10.00,6.00,0
866,2131.04,42448.0,14428.66,-29.73,32933.292,13.874,0.0,0.0,0.0,0.0,5086.464,0.0,8276.041596,-29.96626,4244.8,-198.2,4982.139903,173.406401,0.0,0.0,1066.154404,1695.488,3390.976,0.003205,32933.292,0.0,32933.292,1,1,37638.048,70571.34,2115882.04652,0,0,7,0,6,0,6,16.667,10.46,0.000,1.19,0.00,0.00,0
867,2128.67,40466.0,14398.93,-29.73,32947.166,13.874,0.0,0.0,0.0,0.0,5086.464,0.0,8244.339813,-31.701783,4046.6,-198.2,5102.267189,120.127286,0.0,0.0,1068.126187,1695.488,3390.976,0.003205,32947.166,0.0,32947.166,1,1,37653.904,70601.07,2116136.905603,0,0,6,0,6,0,6,16.667,10.46,0.000,11.14,6.00,4.00,0
868,2132.18,40466.0,14398.93,0.0,32947.166,0.0,0.0,0.0,0.0,0.0,5086.464,0.0,8244.339813,0.0,4046.6,0.0,5170.48562,68.218431,0.0,0.0,1068.126187,1695.488,3390.976,0.003205,32947.166,0.0,32947.166,0,0,37653.904,70601.07,2116136.905603,0,0,6,0,6,0,6,0.000,10.46,0.000,16.49,9.00,6.00,0
869,2134.63,43690.0,14398.93,0.0,32947.166,0.0,0.0,0.0,0.0,0.0,5088.882,2.418,8241.921813,-2.418,4369.0,322.4,4893.307024,-277.178596,0.0,0.0,1068.126187,1696.294,3392.588,0.003205,32947.166,0.0,32947.166,0,0,37653.904,70601.07,2116136.905603,0,1,7,0,6,2,4,0.000,10.46,26.103,11.50,6.00,4.00,0
870,2131.05,41638.0,14368.15,-30.78,32961.53,14.364,0.0,0.0,0.0,0.0,5088.882,0.0,8209.240434,-32.681379,4163.8,-205.2,4998.284769,104.977745,0.0,0.0,1070.027566,1696.294,3392.588,0.003205,32961.53,0.0,32961.53,1,1,37670.32,70631.85,2116772.479679,0,0,6,0,6,0,6,16.667,10.46,24.830,16.74,10.00,6.00,0
871,2132.61,45258.0,14368.15,0.0,32961.53,0.0,0.0,0.0,0.0,0.0,5091.597,2.715,8206.525434,-2.715,4525.8,362.0,4662.345871,-335.938898,0.0,0.0,1070.027566,1697.199,3394.398,0.003205,32961.53,0.0,32961.53,0,0,37670.32,70631.85,2116772.479679,0,1,8,0,6,2,4,0.000,10.47,12.226,7.31,4.00,2.00,0
872,2134.52,43448.0,14341.0,-27.15,32974.2,12.67,0.0,0.0,0.0,0.0,5091.597,0.0,8177.759633,-28.765801,4344.8,-181.0,4851.364668,189.018797,0.0,0.0,1071.643367,1697.199,3394.398,0.003205,32974.2,0.0,32974.2,1,1,37684.8,70659.0,2117073.557336,0,0,7,0,6,0,6,16.667,10.47,25.953,8.93,5.00,3.00,0
873,2132.46,41638.0,14313.85,-27.15,32986.87,12.67,0.0,0.0,0.0,0.0,5091.855,0.258,8154.803721,-22.955912,4163.8,-181.0,4965.278268,113.9136,0.0,0.0,1067.191279,1697.285,3394.57,0.003205,32986.87,0.0,32986.87,1,1,37699.28,70686.15,2117299.329306,0,1,7,0,6,2,4,16.667,10.48,24.830,9.62,5.00,3.00,0
874,2132.63,41638.0,14313.85,0.0,32986.87,0.0,0.0,0.0,0.0,0.0,5091.855,0.0,8154.803721,0.0,4163.8,0.0,4968.420078,3.14181,0.0,0.0,1067.191279,1697.285,3394.57,0.003205,32986.87,0.0,32986.87,0,0,37699.28,70686.15,2117299.329306,0,0,7,0,6,0,6,0.000,10.48,24.830,0.80,0.00,0.00,0
875,2131.69,41466.0,14311.27,-2.58,32988.074,1.204,0.0,0.0,0.0,0.0,5091.855,0.0,8152.161243,-2.642478,4146.6,-17.2,4965.590494,-2.829584,0.0,0.0,1067.253757,1697.285,3394.57,0.003255,32988.074,0.0,32988.074,1,1,37700.656,70688.73,2117401.548292,0,0,6,0,6,0,6,16.667,10.48,24.723,4.43,2.00,1.00,0
876,2133.46,41466.0,14311.27,0.0,32988.074,0.0,0.0,0.0,0.0,0.0,5091.855,0.0,8152.161243,0.0,4146.6,0.0,4998.236809,32.646315,0.0,0.0,1067.253757,1697.285,3394.57,0.003255,32988.074,0.0,32988.074,0,0,37700.656,70688.73,2117401.548292,0,0,6,0,6,0,6,0.000,10.48,24.723,8.33,4.00,3.00,0
877,2130.51,41466.0,14311.27,0.0,32988.074,0.0,0.0,0.0,0.0,0.0,5091.855,0.0,8152.161243,0.0,4146.6,0.0,4943.87123,-54.365579,0.0,0.0,1067.253757,1697.285,3394.57,0.003255,32988.074,0.0,32988.074,0,0,37700.656,70688.73,2117401.548292,0,0,6,0,6,0,6,0.000,10.48,24.723,13.86,8.00,5.00,0
878,2132.45,41466.0,14311.27,0.0,32988.074,0.0,0.0,0.0,0.0,0.0,5091.855,0.0,8152.161243,0.0,4146.6,0.0,4979.528556,35.657326,0.0,0.0,1067.253757,1697.285,3394.57,0.003255,32988.074,0.0,32988.074,0,0,37700.656,70688.73,2117401.548292,0,0,6,0,6,0,6,0.000,10.48,24.723,9.10,5.00,3.00,0
879,2132.76,49766.0,14311.27,0.0,32988.074,0.0,0.0,0.0,0.0,0.0,5098.08,6.225,8145.936243,-6.225,4976.6,830.0,4149.122156,-830.4064,0.0,0.0,1067.253757,1699.36,3398.72,0.003255,32988.074,0.0,32988.074,0,0,37700.656,70688.73,2117401.548292,0,1,8,0,6,2,4,0.000,10.49,7.637,1.48,0.00,0.00,0
880,2129.29,45616.0,14249.02,-62.25,33017.124,29.05,0.0,0.0,0.0,0.0,5098.08,0.0,8076.929766,-69.006477,4561.6,-415.0,4438.016469,288.894313,0.0,0.0,1074.010234,1699.36,3398.72,0.003255,33017.124,0.0,33017.124,1,1,37733.856,70750.98,2117963.965891,0,0,7,0,6,0,6,16.667,10.49,6.917,16.28,9.00,6.00,0
881,2126.89,45616.0,14249.02,0.0,33017.124,0.0,0.0,0.0,0.0,0.0,5098.08,0.0,8076.929766,0.0,4561.6,0.0,4398.582738,-39.433731,0.0,0.0,1074.010234,1699.36,3398.72,0.003255,33017.124,0.0,33017.124,0,0,37733.856,70750.98,2117963.965891,0,0,7,0,6,0,6,0.000,10.49,6.917,11.26,6.00,4.00,0
882,2125.39,46246.0,14249.02,0.0,33017.124,0.0,0.0,0.0,0.0,0.0,5098.5525,0.4725,8076.457266,-0.4725,4624.6,63.0,4310.368877,-88.213861,0.0,0.0,1074.010234,1699.5175,3399.035,0.003255,33017.124,0.0,33017.124,0,0,37733.856,70750.98,2117963.965891,0,1,8,0,6,2,4,0.000,10.50,6.610,7.07,4.00,2.00,0
883,2125.03,45931.0,14244.295,-4.725,33019.329,2.205,0.0,0.0,0.0,0.0,5098.5525,0.0,8071.678846,-4.77842,4593.1,-31.5,4331.216624,20.847747,0.0,0.0,1074.063654,1699.5175,3399.035,0.003255,33019.329,0.0,33019.329,1,1,37736.376,70755.705,2118521.29007,0,0,7,0,6,0,6,16.667,10.50,6.558,1.70,1.00,0.00,0
884,2126.41,45931.0,14244.295,0.0,33019.329,0.0,0.0,0.0,0.0,0.0,5098.5525,0.0,8071.678846,0.0,4593.1,0.0,4353.791553,22.574929,0.0,0.0,1074.063654,1699.5175,3399.035,0.003255,33019.329,0.0,33019.329,0,0,37736.376,70755.705,2118521.29007,0,0,7,0,6,0,6,0.000,10.50,6.558,6.52,3.00,2.00,0
885,2125.98,45931.0,14244.295,0.0,33019.329,0.0,0.0,0.0,0.0,0.0,5098.5525,0.0,8071.678846,0.0,4593.1,0.0,4346.680099,-7.111454,0.0,0.0,1074.063654,1699.5175,3399.035,0.003255,33019.329,0.0,33019.329,0,0,37736.376,70755.705,2118521.29007,0,0,7,0,6,0,6,0.000,10.50,6.558,2.05,1.00,0.00,0
886,2129.02,45931.0,14244.295,0.0,33019.329,0.0,0.0,0.0,0.0,0.0,5098.5525,0.0,8071.678846,0.0,4593.1,0.0,4396.322797,49.642698,0.0,0.0,1074.063654,1699.5175,3399.035,0.003255,33019.329,0.0,33019.329,0,0,37736.376,70755.705,2118521.29007,0,0,7,0,6,0,6,0.000,10.50,6.558,14.33,8.00,5.00,0
887,2126.83,45931.0,14244.295,0.0,33019.329,0.0,0.0,0.0,0.0,0.0,5098.5525,0.0,8071.678846,0.0,4593.1,0.0,4360.651687,-35.67111,0.0,0.0,1074.063654,1699.5175,3399.035,0.003305,33019.329,0.0,33019.329,0,0,37736.376,70755.705,2118521.29007,0,0,7,0,6,0,6,0.000,10.50,6.558,10.28,6.00,4.00,0
888,2127.14,45931.0,14244.295,0.0,33019.329,0.0,0.0,0.0,0.0,0.0,5098.5525,0.0,8071.678846,0.0,4593.1,0.0,4365.692752,5.041065,0.0,0.0,1074.063654,1699.5175,3399.035,0.003305,33019.329,0.0,33019.329,0,0,37736.376,70755.705,2118521.29007,0,0,7,0,6,0,6,0.000,10.50,6.558,1.45,0.00,0.00,0
889,2127.47,49167.0,14244.295,0.0,33019.329,0.0,0.0,0.0,0.0,0.0,5100.9795,2.427,8069.251846,-2.427,4916.7,323.6,4044.962277,-320.730475,0.0,0.0,1074.063654,1700.3265,3400.653,0.003305,33019.329,0.0,33019.329,0,0,37736.376,70755.705,2118521.29007,0,1,9,0,6,2,4,0.000,10.49,5.389,1.53,0.00,0.00,0
890,2130.99,47549.0,14220.025,-24.27,33030.655,11.326,0.0,0.0,0.0,0.0,5100.9795,0.0,8042.302903,-26.948943,4754.9,-161.8,4239.89486,194.932583,0.0,0.0,1076.742597,1700.3265,3400.653,0.003305,33030.655,0.0,33030.655,1,1,37749.32,70779.975,2118719.304097,0,0,8,0,6,0,6,16.667,10.49,6.824,16.56,9.00,6.00,0
891,2133.99,43084.0,14153.05,-66.975,33061.91,31.255,0.0,0.0,0.0,0.0,5100.9795,0.0,7971.659071,-70.643832,4308.4,-446.5,4670.660422,430.765562,0.0,0.0,1080.411429,1700.3265,3400.653,0.003305,33061.91,0.0,33061.91,1,1,37785.04,70846.95,2119283.721811,0,0,7,0,6,0,6,16.667,10.49,25.727,14.10,8.00,5.00,0
892,2133.76,43084.0,14153.05,0.0,33061.91,0.0,0.0,0.0,0.0,0.0,5100.9795,0.0,7971.659071,0.0,4308.4,0.0,4666.250948,-4.409474,0.0,0.0,1080.411429,1700.3265,3400.653,0.003305,33061.91,0.0,33061.91,0,0,37785.04,70846.95,2119283.721811,0,0,7,0,6,0,6,0.000,10.49,25.727,1.08,0.00,0.00,0
893,2131.98,43084.0,14153.05,0.0,33061.91,0.0,0.0,0.0,0.0,0.0,5102.0565,1.077,7989.5298,17.870729,4308.4,0.0,4630.480296,-35.770652,0.0,0.0,1061.4637,1700.6855,3401.371,0.003305,33061.91,0.0,33061.91,0,0,37785.04,70846.95,2119283.721811,0,1,7,0,6,2,4,0.000,10.49,25.727,8.37,5.00,3.00,0
894,2131.14,46316.0,14153.05,0.0,33061.91,0.0,0.0,0.0,0.0,0.0,5104.4805,2.424,7987.1058,-2.424,4631.6,323.2,4288.528708,-341.951588,0.0,0.0,1061.4637,1701.4935,3402.987,0.003305,33061.91,0.0,33061.91,0,0,37785.04,70846.95,2119283.721811,0,2,10,0,6,4,2,0.000,10.51,13.348,3.91,2.00,1.00,0
895,2133.35,44182.0,14136.58,-16.47,33069.596,7.686,0.0,0.0,0.0,0.0,5105.2575,0.777,7977.937962,-9.167838,4418.2,-213.4,4527.022361,238.493653,0.0,0.0,1053.384538,1701.7525,3403.505,0.003305,33069.596,0.0,33069.596,2,2,37793.824,70863.42,2120026.680245,0,1,8,0,6,2,4,33.333,10.50,26.408,10.38,6.00,4.00,0
896,2134.84,42570.0,14112.4,-24.18,33080.88,11.284,0.0,0.0,0.0,0.0,5105.2575,0.0,7953.597785,-24.340177,4257.0,-161.2,4693.223656,166.201295,0.0,0.0,1053.544715,1701.7525,3403.505,0.003305,33080.88,0.0,33080.88,1,1,37806.72,70887.6,2121411.676059,0,0,7,0,6,0,6,16.667,10.50,0.000,6.96,4.00,2.00,0
897,2131.11,41498.0,14096.32,-16.08,33088.384,7.504,0.0,0.0,0.0,0.0,5105.2575,0.0,7937.500282,-16.097503,4149.8,-107.2,4708.189739,14.966083,0.0,0.0,1053.562218,1701.7525,3403.505,0.003305,33088.384,0.0,33088.384,1,1,37815.296,70903.68,2121951.830735,0,0,6,0,6,0,6,16.667,10.50,0.000,17.48,10.00,6.00,0
898,2127.67,41498.0,14096.32,0.0,33088.384,0.0,0.0,0.0,0.0,0.0,5105.2575,0.0,7937.500282,0.0,4149.8,0.0,4639.740152,-68.449587,0.0,0.0,1053.562218,1701.7525,3403.505,0.003305,33088.384,0.0,33088.384,0,0,37815.296,70903.68,2121951.830735,0,0,6,0,6,0,6,0.000,10.50,0.000,16.14,9.00,6.00,0
